address,bath,bedrooms,borough,extra,nearest_subway,neighborhood,rent,sqft,median_income,percent_high_earner,zipcode,Cats_Allowed,Elevator,No_Fee,Dogs_Allowed,Laundry_In_Building,Doorman,Gym,Dishwasher,Hardwood_Floors,Renovated,Common_Outdoor_Space,High_Ceilings,Laundry_In_Unit,Granite_Kitchen,Marble_Bath,Parking,Pre_War,Valet,Eat_In_Kitchen,Walk_In_Closet,Deck,Lounge,Concierge,Storage_Facility,High_Speed_Internet,Studio,Brooklyn,Manhattan,Queens
561 10 Ave.,2.0,1,Manhattan,"['Laundry In Building', 'Lounge', 'Hardwood Floors', 'Granite Kitchen', 'Cats Allowed', 'Doorman', 'City View', 'Valet', 'Dogs Allowed', 'Dishwasher', 'Deck', 'Common Outdoor Space', 'Concierge', 'No Fee', 'Elevator', 'River View', 'Renovated', 'Gym', 'Parking']",0.37,Hell's Kitchen,4100,0,93707.0,19.8,10036.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0
W 53rd St.,1.0,3,Manhattan,"['No Fee', 'Dogs Allowed', 'Private Deck', 'Dishwasher', 'Hardwood Floors', 'Cats Allowed', 'Outdoor Space', 'Marble Bath', 'Open View', 'Granite Kitchen', 'Laundry In Unit', 'Renovated']",0.31,Hell's Kitchen,4611,0,93707.0,19.8,10036.0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
561 10 Ave.,2.0,1,Manhattan,"['Laundry In Building', 'Lounge', 'Hardwood Floors', 'Granite Kitchen', 'Cats Allowed', 'Doorman', 'City View', 'Valet', 'Dogs Allowed', 'Dishwasher', 'Deck', 'Common Outdoor Space', 'Concierge', 'No Fee', 'Elevator', 'River View', 'Renovated', 'Gym', 'Parking']",0.37,Hell's Kitchen,4100,0,93707.0,19.8,10036.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0
W 53rd St.,1.0,3,Manhattan,"['No Fee', 'Dogs Allowed', 'Private Deck', 'Dishwasher', 'Hardwood Floors', 'Cats Allowed', 'Outdoor Space', 'Marble Bath', 'Open View', 'Granite Kitchen', 'Laundry In Unit', 'Renovated']",0.31,Hell's Kitchen,4611,0,93707.0,19.8,10036.0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
W 53rd St.,1.0,3,Manhattan,"['No Fee', 'Dogs Allowed', 'Private Deck', 'Dishwasher', 'Hardwood Floors', 'Cats Allowed', 'Outdoor Space', 'Marble Bath', 'Open View', 'Granite Kitchen', 'Laundry In Unit', 'Renovated']",0.31,Hell's Kitchen,4611,0,93707.0,19.8,10036.0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
West 53rd Street,1.0,1,Manhattan,"['Elevator', 'Laundry In Building', 'Concierge', 'Valet', 'Storage', 'Receiving Room', 'Deck', 'Live In Super', 'Doorman', 'Common Outdoor Space', 'High Speed Internet', 'Gym']",0.25,Hell's Kitchen,3800,0,93707.0,19.8,10036.0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
West 53rd Street,1.0,1,Manhattan,"['Elevator', 'Laundry In Building', 'Concierge', 'Valet', 'Storage', 'Receiving Room', 'Deck', 'Live In Super', 'Doorman', 'Common Outdoor Space', 'High Speed Internet', 'Gym']",0.25,Hell's Kitchen,3800,0,93707.0,19.8,10036.0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
W 53rd St.,1.0,3,Manhattan,"['No Fee', 'Dogs Allowed', 'Private Deck', 'Dishwasher', 'Hardwood Floors', 'Cats Allowed', 'Outdoor Space', 'Marble Bath', 'Open View', 'Granite Kitchen', 'Laundry In Unit', 'Renovated']",0.31,Hell's Kitchen,4611,0,93707.0,19.8,10036.0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
West 57th Street,1.0,1,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Dining Room', 'Dogs Allowed', 'Dishwasher', 'High Ceilings', 'Hardwood Floors', 'Cats Allowed', 'Doorman', 'Marble Bath', 'Pre War', 'Renovated']",0.27,Hell's Kitchen,2500,0,93707.0,19.8,10036.0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
West 57th Street,1.0,1,Manhattan,"['No Fee', 'Elevator', 'Stainless Steel Appliances', 'Common Terrace', 'New Construction', 'Lounge Room', 'Doorman', 'View', 'Bike Room', 'On Site Laundry', 'Pets   Cats Ok', 'Dogs Allowed', 'Gym', 'Parking']",0.56,Hell's Kitchen,3044,0,93707.0,19.8,10036.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
West 38th Street,1.0,1,Manhattan,"['No Fee', 'Bicycle Room', 'Elevator', 'Storage', 'Dishwasher', 'Eat In Kitchen', 'Hardwood Floors', 'High Ceilings', 'Microwave', 'Deck', 'Doorman', 'Marble Bath', 'Granite Kitchen', 'Laundry In Unit', 'Renovated', 'Gym']",0.24,Hell's Kitchen,3400,0,93707.0,19.8,10036.0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
546 West 50th Street,1.0,1,Manhattan,['Pre War'],0.46,Hell's Kitchen,2050,0,93707.0,19.8,10036.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
West 53rd Street,1.0,2,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Dining Room', 'Furnished', 'Dishwasher', 'Eat In Kitchen', 'Hardwood Floors', 'High Ceilings', 'Doorman', 'Marble Bath', 'Granite Kitchen', 'Renovated', 'Walk In Closet', 'Gym']",0.24,Hell's Kitchen,3184,0,93707.0,19.8,10036.0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
West 54th Street,1.0,1,Manhattan,"['Laundry In Building', 'Lounge', 'High Ceilings', 'Hardwood Floors', 'Business Center', 'Green Building', 'Open View', 'Granite Kitchen', 'Laundry In Unit', 'Diplomats Ok', 'Cats Allowed', 'Doorman', 'City View', 'Valet', 'Dogs Allowed', 'Dishwasher', 'New Construction', 'Deck', 'Common Outdoor Space', 'Concierge', 'No Fee', 'Elevator', 'Receiving Room', 'High Speed Internet', 'Marble Bath', 'Renovated', 'Swimming Pool', 'Gym', 'Parking']",0.46,Hell's Kitchen,3100,0,93707.0,19.8,10036.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0
West 57th St,2.0,3,Manhattan,"['Laundry In Building', 'Lounge', 'Business Center', 'Granite Kitchen', 'Laundry In Unit', 'Storage', 'Eat In Kitchen', 'Doorman', 'Valet', 'Dishwasher', 'New Construction', 'Deck', 'Live In Super', 'Common Outdoor Space', 'Concierge', 'No Fee', 'Elevator', 'Bicycle Room', 'Receiving Room', 'High Speed Internet', 'Marble Bath', 'Renovated', 'Walk In Closet', 'Gym', 'Parking']",0.57,Hell's Kitchen,4990,0,93707.0,19.8,10036.0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0
West 42nd Street,1.0,1,Manhattan,"['Laundry In Building', 'Lounge', 'Hardwood Floors', 'Granite Kitchen', 'Laundry In Unit', 'Storage', 'Balcony', 'Cats Allowed', 'Doorman', 'Outdoor Space', 'Valet', 'Dogs Allowed', 'Dishwasher', 'New Construction', 'Deck', 'Common Outdoor Space', 'Convertible', 'Concierge', 'No Fee', 'Elevator', 'Bicycle Room', 'Marble Bath', 'Renovated', 'Swimming Pool', 'Gym', 'Parking']",0.42,Hell's Kitchen,2950,0,93707.0,19.8,10036.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0
605 West 42nd Street,1.0,1,Manhattan,"['No Fee', 'Elevator', 'Storage Facility', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Laundry In Unit', 'Gym']",0.42,Hell's Kitchen,3335,0,93707.0,19.8,10036.0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Central Park / Upper West Side...,2.0,2,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Parking Space', 'Storage Facility', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Private Outdoor Space', 'Gym']",0.46,Hell's Kitchen,5769,0,93707.0,19.8,10036.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Hell's Kitchen,2.0,3,Manhattan,"['Laundry In Building', 'One Month Free', 'High Ceilings', 'Hardwood Floors', 'Granite Kitchen', 'Cats Allowed', 'Doorman', 'Valet', 'Dogs Allowed', 'Dishwasher', 'New Construction', 'Original Details', 'Deck', 'Common Outdoor Space', 'No Fee', 'Elevator', 'Stainless Steel Appliances', 'Microwave', 'Marble Bath', 'Renovated', 'Gym']",0.25,Hell's Kitchen,5100,0,93707.0,19.8,10036.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Central Park / Upper West Side...,2.0,2,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Parking Space', 'Storage Facility', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Private Outdoor Space', 'Gym']",0.46,Hell's Kitchen,5769,0,93707.0,19.8,10036.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Hell's Kitchen,2.0,3,Manhattan,"['Laundry In Building', 'One Month Free', 'High Ceilings', 'Hardwood Floors', 'Granite Kitchen', 'Cats Allowed', 'Doorman', 'Valet', 'Dogs Allowed', 'Dishwasher', 'New Construction', 'Original Details', 'Deck', 'Common Outdoor Space', 'No Fee', 'Elevator', 'Stainless Steel Appliances', 'Microwave', 'Marble Bath', 'Renovated', 'Gym']",0.25,Hell's Kitchen,5100,0,93707.0,19.8,10036.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
10th Avenue,1.0,2,Manhattan,"['Virtual Doorman', 'Lounge', 'High Ceilings', 'Live Work', 'Pre War', 'Doorman', 'City View', 'Deck', 'Common Outdoor Space', 'Convertible', 'Concierge', 'No Fee', 'Bicycle Room', 'Receiving Room', 'High Speed Internet', 'River View', 'Renovated', 'Parking']",0.35,Hell's Kitchen,3498,0,93707.0,19.8,10036.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0
412 W 49th St,1.0,2,Manhattan,"['No Fee', 'Elevator', 'Dogs Allowed', 'Exposed Brick', 'Doorman', 'Cats Allowed', 'Renovated', 'Pre War']",0.22,Hell's Kitchen,3300,0,93707.0,19.8,10036.0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10th Avenue,1.0,2,Manhattan,"['Virtual Doorman', 'Lounge', 'High Ceilings', 'Live Work', 'Pre War', 'Doorman', 'City View', 'Deck', 'Common Outdoor Space', 'Convertible', 'Concierge', 'No Fee', 'Bicycle Room', 'Receiving Room', 'High Speed Internet', 'River View', 'Renovated', 'Parking']",0.35,Hell's Kitchen,3498,0,93707.0,19.8,10036.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0
West 42nd Street,1.0,1,Manhattan,"['Laundry In Building', 'Cabanas', 'Complimentary Breakfast', 'Lounge', 'Shuttle Service', 'Driveway', 'Basketball Court', 'Laundry In Unit', 'Storage Facility', 'Fitness Facility', 'Cats Allowed', 'Doorman', 'Spa Services', 'Valet', 'Dogs Allowed', 'Common Outdoor Space', 'Garden', 'Cold Storage', 'No Fee', 'Elevator', 'Sauna', 'Steam Room', 'Billiards Room', 'Laundry Room', 'Bike Room', 'Pool', 'Rooftop Deck', 'Wheelchair Access', 'Playroom', 'Gym', 'Parking']",0.43,Hell's Kitchen,3725,0,93707.0,19.8,10036.0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
West 42nd Street,1.0,1,Manhattan,"['Laundry In Building', 'Lounge', 'High Ceilings', 'Hardwood Floors', 'Open View', 'Granite Kitchen', 'Laundry In Unit', 'Storage', 'Eat In Kitchen', 'Doorman', 'Valet', 'Dishwasher', 'New Construction', 'Deck', 'Common Outdoor Space', 'Concierge', 'No Fee', 'Elevator', 'Bicycle Room', 'Marble Bath', 'Renovated', 'Swimming Pool', 'Gym', 'Parking']",0.42,Hell's Kitchen,3648,0,93707.0,19.8,10036.0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0
West 37th Street,1.0,1,Manhattan,"['Private Balcony', 'Lounge', 'Balcony', 'Doorman', 'Valet', 'Common Roof Deck', 'New Construction', 'Common Outdoor Space', 'Concierge', 'Pets   Cats Ok', 'Patio', 'No Fee', 'Elevator', 'Bicycle Room', 'Receiving Room', 'On Site Laundry', 'Wifi', 'Dogs Allowed', 'Gym', 'Parking']",0.27,Hell's Kitchen,3388,0,93707.0,19.8,10036.0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
West 42nd Street,1.0,1,Manhattan,"['Laundry In Building', 'Dining Room', 'Lounge', 'High Ceilings', 'Hardwood Floors', 'Swimming Pool', 'Granite Kitchen', 'Laundry In Unit', 'Diplomats Ok', 'Eat In Kitchen', 'Cats Allowed', 'Doorman', 'Outdoor Space', 'Valet', 'Dogs Allowed', 'Dishwasher', 'New Construction', 'Deck', 'Common Outdoor Space', 'Concierge', 'No Fee', 'Elevator', 'Bicycle Room', 'High Speed Internet', 'Marble Bath', 'Renovated', 'Walk In Closet', 'Gym', 'Parking']",0.39,Hell's Kitchen,3190,0,93707.0,19.8,10036.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0
West 58th Street,1.0,2,Manhattan,"['Elevator', 'Laundry In Building', 'Concierge', 'Valet', 'Dining Room', 'Diplomats Ok', 'Eat In Kitchen', 'Hardwood Floors', 'High Ceilings', 'Doorman', 'Walk In Closet', 'Gym', 'Parking']",0.09,Hell's Kitchen,3575,0,93707.0,19.8,10036.0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0
West 42nd Street,1.0,1,Manhattan,"['Laundry In Building', 'Dining Room', 'Lounge', 'High Ceilings', 'Hardwood Floors', 'Swimming Pool', 'Granite Kitchen', 'Laundry In Unit', 'Diplomats Ok', 'Eat In Kitchen', 'Cats Allowed', 'Doorman', 'Outdoor Space', 'Valet', 'Dogs Allowed', 'Dishwasher', 'New Construction', 'Deck', 'Common Outdoor Space', 'Concierge', 'No Fee', 'Elevator', 'Bicycle Room', 'High Speed Internet', 'Marble Bath', 'Renovated', 'Walk In Closet', 'Gym', 'Parking']",0.39,Hell's Kitchen,3190,0,93707.0,19.8,10036.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0
West 58th Street,1.0,2,Manhattan,"['Elevator', 'Laundry In Building', 'Concierge', 'Valet', 'Dining Room', 'Diplomats Ok', 'Eat In Kitchen', 'Hardwood Floors', 'High Ceilings', 'Doorman', 'Walk In Closet', 'Gym', 'Parking']",0.09,Hell's Kitchen,3575,0,93707.0,19.8,10036.0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0
West 45th St ,1.0,1,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Dogs Allowed', 'Cats Allowed']",0.16,Hell's Kitchen,2600,0,93707.0,19.8,10036.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
West 52nd Street,1.0,1,Manhattan,"['Dining Room', 'High Ceilings', 'Hardwood Floors', 'Pre War', 'Vacation Rental', 'Granite Kitchen', 'Laundry In Unit', 'Storage', 'Eat In Kitchen', 'Cats Allowed', 'Doorman', 'Outdoor Space', 'Laundry Services', 'Dogs Allowed', 'Dishwasher', 'Original Details', 'Deck', 'Live In Super', 'Common Outdoor Space', 'Concierge', 'No Fee', 'Bicycle Room', 'Marble Bath', 'Courtyard', 'Renovated', 'Walk In Closet', 'Gym']",0.43,Hell's Kitchen,3600,0,93707.0,19.8,10036.0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0
West 42nd Street,1.0,1,Manhattan,"['Laundry In Building', 'Dining Room', 'Lounge', 'High Ceilings', 'Hardwood Floors', 'Swimming Pool', 'Granite Kitchen', 'Laundry In Unit', 'Diplomats Ok', 'Eat In Kitchen', 'Cats Allowed', 'Doorman', 'Outdoor Space', 'Valet', 'Dogs Allowed', 'Dishwasher', 'New Construction', 'Deck', 'Common Outdoor Space', 'Concierge', 'No Fee', 'Elevator', 'Bicycle Room', 'High Speed Internet', 'Marble Bath', 'Renovated', 'Walk In Closet', 'Gym', 'Parking']",0.39,Hell's Kitchen,3190,0,93707.0,19.8,10036.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0
West 58th Street,1.0,2,Manhattan,"['Elevator', 'Laundry In Building', 'Concierge', 'Valet', 'Dining Room', 'Diplomats Ok', 'Eat In Kitchen', 'Hardwood Floors', 'High Ceilings', 'Doorman', 'Walk In Closet', 'Gym', 'Parking']",0.09,Hell's Kitchen,3575,0,93707.0,19.8,10036.0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0
West 45th St ,1.0,1,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Dogs Allowed', 'Cats Allowed']",0.16,Hell's Kitchen,2600,0,93707.0,19.8,10036.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
West 53rd Street,1.0,2,Manhattan,"['No Fee', 'Elevator', 'Concierge', 'Valet', 'Dogs Allowed', 'High Ceilings', 'Hardwood Floors', 'Deck', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Marble Bath', 'Granite Kitchen', 'Renovated', 'Walk In Closet', 'Gym']",0.24,Hell's Kitchen,3600,0,93707.0,19.8,10036.0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0
West 45th St ,1.0,1,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Dogs Allowed', 'Cats Allowed']",0.16,Hell's Kitchen,2600,0,93707.0,19.8,10036.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
W 42nd St.,1.0,1,Manhattan,"['Laundry In Building', 'Lounge', 'High Ceilings', 'Hardwood Floors', 'Loft', 'Business Center', 'Swimming Pool', 'Granite Kitchen', 'Laundry In Unit', 'Diplomats Ok', 'Eat In Kitchen', 'Cats Allowed', 'Doorman', 'Valet', 'Dogs Allowed', 'Dishwasher', 'New Construction', 'Deck', 'Common Outdoor Space', 'Concierge', 'No Fee', 'Elevator', 'Bicycle Room', 'High Speed Internet', 'Marble Bath', 'Renovated', 'Walk In Closet', 'Gym', 'Parking']",0.39,Hell's Kitchen,3780,0,93707.0,19.8,10036.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0
W 42nd St.,1.0,1,Manhattan,"['Laundry In Building', 'Lounge', 'High Ceilings', 'Hardwood Floors', 'Loft', 'Business Center', 'Swimming Pool', 'Granite Kitchen', 'Laundry In Unit', 'Diplomats Ok', 'Eat In Kitchen', 'Cats Allowed', 'Doorman', 'Valet', 'Dogs Allowed', 'Dishwasher', 'New Construction', 'Deck', 'Common Outdoor Space', 'Concierge', 'No Fee', 'Elevator', 'Bicycle Room', 'High Speed Internet', 'Marble Bath', 'Renovated', 'Walk In Closet', 'Gym', 'Parking']",0.39,Hell's Kitchen,3780,0,93707.0,19.8,10036.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0
W 57th St,1.0,1,Manhattan,"['No Fee', 'Laundry In Building', 'Lounge', 'Gym', 'Childrens Playroom', 'Verizon Fios Enabled', 'Bike Storage', 'Community Wifi', 'Roof Deck', 'Package Acceptance', 'Parking']",0.54,Hell's Kitchen,3044,0,93707.0,19.8,10036.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
West 37th Street,1.0,2,Manhattan,"['Laundry In Building', 'Lounge', 'High Ceilings', 'Hardwood Floors', 'Open View', 'Granite Kitchen', 'Balcony', 'Cats Allowed', 'Doorman', 'Outdoor Space', 'City View', 'Valet', 'Dogs Allowed', 'Dishwasher', 'New Construction', 'Deck', 'Common Outdoor Space', 'Concierge', 'No Fee', 'Elevator', 'Bicycle Room', 'Receiving Room', 'High Speed Internet', 'Marble Bath', 'River View', 'Renovated', 'Gym', 'Parking']",0.24,Hell's Kitchen,3200,0,93707.0,19.8,10036.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0
West 44th Street,1.0,1,Manhattan,['Pre War'],0.15,Hell's Kitchen,2250,0,93707.0,19.8,10036.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
West 44th Street,1.0,1,Manhattan,['Pre War'],0.15,Hell's Kitchen,2250,0,93707.0,19.8,10036.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
West 44th Street,1.0,1,Manhattan,['Pre War'],0.15,Hell's Kitchen,2250,0,93707.0,19.8,10036.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
505 West 37th Street #3804,1.0,1,Manhattan,"['Laundry In Building', 'Floor To Ceiling Windows', 'Resident Lounge', 'Parking Space', 'Club Room', 'Cats Allowed', 'Doorman', 'Atm In Building', 'Billiards', 'Dining Area', 'Spacelandscaped Roof Deck', 'Southeast Exposure', 'Sundeck', 'Valet', 'Package Room', 'Live In Super', 'Private Outdoor Space', 'Elevator', 'Parking Garage', '24 Hour Doorman', 'Bicycle Storage', 'Gym']",0.21,Hell's Kitchen,4029,0,93707.0,19.8,10036.0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
West 44th Street,1.0,1,Manhattan,['Pre War'],0.15,Hell's Kitchen,2250,0,93707.0,19.8,10036.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
505 West 37th Street #3804,1.0,1,Manhattan,"['Laundry In Building', 'Floor To Ceiling Windows', 'Resident Lounge', 'Parking Space', 'Club Room', 'Cats Allowed', 'Doorman', 'Atm In Building', 'Billiards', 'Dining Area', 'Spacelandscaped Roof Deck', 'Southeast Exposure', 'Sundeck', 'Valet', 'Package Room', 'Live In Super', 'Private Outdoor Space', 'Elevator', 'Parking Garage', '24 Hour Doorman', 'Bicycle Storage', 'Water Feature', 'Gym']",0.21,Hell's Kitchen,4029,0,93707.0,19.8,10036.0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
11th Avenue,1.0,1,Manhattan,"['Laundry In Building', 'Dining Room', 'Lounge', 'High Ceilings', 'Hardwood Floors', 'Business Center', 'Green Building', 'Swimming Pool', 'Granite Kitchen', 'Laundry In Unit', 'Furnished', 'Eat In Kitchen', 'Cats Allowed', 'Doorman', 'Outdoor Space', 'City View', 'Valet', 'Private Deck', 'Dishwasher', 'Dogs Allowed', 'Deck', 'Common Outdoor Space', 'Terrace', 'Concierge', 'No Fee', 'Elevator', 'Receiving Room', 'High Speed Internet', 'Marble Bath', 'Wheelchair Access', 'Renovated', 'Walk In Closet', 'Gym']",0.46,Hell's Kitchen,4090,0,93707.0,19.8,10036.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0
505 West 37th Street #3804,1.0,1,Manhattan,"['Laundry In Building', 'Floor To Ceiling Windows', 'Resident Lounge', 'Parking Space', 'Club Room', 'Cats Allowed', 'Doorman', 'Atm In Building', 'Billiards', 'Dining Area', 'Spacelandscaped Roof Deck', 'Southeast Exposure', 'Sundeck', 'Valet', 'Package Room', 'Live In Super', 'Private Outdoor Space', 'Elevator', 'Parking Garage', '24 Hour Doorman', 'Bicycle Storage', 'Water Feature', 'Gym']",0.21,Hell's Kitchen,4029,0,93707.0,19.8,10036.0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
53rd Street & 9th Avenue,1.0,3,Manhattan,"['No Fee', 'Laundry In Unit', 'Private Outdoor Space']",0.31,Hell's Kitchen,4611,0,93707.0,19.8,10036.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
West 44th Street,1.0,1,Manhattan,['Pre War'],0.15,Hell's Kitchen,2250,0,93707.0,19.8,10036.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
53rd Street & 9th Avenue,1.0,3,Manhattan,"['No Fee', 'Laundry In Unit', 'Private Outdoor Space']",0.31,Hell's Kitchen,4611,0,93707.0,19.8,10036.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
West 45th Street,1.0,2,Manhattan,"['Laundry In Building', 'Dining Room', 'High Ceilings', 'Hardwood Floors', 'Granite Kitchen', 'Storage Facility', 'Eat In Kitchen', 'Cats Allowed', 'Doorman', 'Dogs Allowed', 'Dishwasher', 'Common Outdoor Space', 'No Fee', 'Elevator', 'Marble Bath', 'Renovated', 'Walk In Closet', 'Gym']",0.49,Hell's Kitchen,3184,0,93707.0,19.8,10036.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
52nd St between 9th and 10 Ave...,1.0,2,Manhattan,"['No Fee', 'Dogs Allowed', 'Cats Allowed', 'Laundry In Unit', 'Private Outdoor Space']",0.27,Hell's Kitchen,3688,0,93707.0,19.8,10036.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
