address,bath,bedrooms,borough,extra,nearest_subway,neighborhood,rent,sqft,median_income,percent_high_earner,zipcode
Hell's Kitchen,2.0,3,Manhattan,"['New Construction', 'Original Details', 'Cats Allowed', 'Dishwasher', 'Common Outdoor Space', 'Laundry In Building', 'Granite Kitchen', 'Stainless Steel Appliances', 'High Ceilings', 'One Month Free', 'Dogs Allowed', 'Doorman', 'Marble Bath', 'Elevator', 'Microwave', 'Subway', 'Fitness Center', 'No Fee', 'Floorplans Available', 'Deck', 'Valet', 'Renovated', 'Light', 'Hardwood Floors']",0.25,Hell's Kitchen,5100,0,93707.0,19.8,10036.0
10th Avenue,1.0,2Flex 3 ,Manhattan,"['Convertible', 'High Speed Internet', 'Common Outdoor Space', 'High Ceilings', 'Doorman', 'Live Work', 'Lounge', 'Bicycle Room', 'River View', 'Garage', 'Pre-war', 'Concierge', 'No Fee', 'Receiving Room', 'Deck', 'Pre-War', 'Virtual Doorman', 'Renovated', 'Light', 'City View']",0.35,Hell's Kitchen,3498,0,93707.0,19.8,10036.0
412 W 49th St,1.0,2,Manhattan,"['Cats Allowed', 'Featured', 'Exposed Brick', 'Dogs Allowed', 'Doorman', 'Pre-war Building', 'No Fee', 'Elevator', 'Renovated', 'Exclusive']",0.22,Hell's Kitchen,3300,0,93707.0,19.8,10036.0
10th Avenue,1.0,2Flex 3 ,Manhattan,"['Convertible', 'High Speed Internet', 'Common Outdoor Space', 'High Ceilings', 'Doorman', 'Live Work', 'Lounge', 'Bicycle Room', 'River View', 'Garage', 'Pre-war', 'Concierge', 'No Fee', 'Receiving Room', 'Deck', 'Pre-War', 'Virtual Doorman', 'Renovated', 'Light', 'City View']",0.35,Hell's Kitchen,3498,0,93707.0,19.8,10036.0
West 42nd Street,1.0,1,Manhattan,"['Cats Allowed', 'Driveway', 'Basketball Court', 'Rooftop Deck', 'Common Outdoor Space', 'Laundry In Building', 'Laundry Room', 'Bike Room', 'Shuttle Service', 'Pool', 'Dogs Allowed', 'Fitness Facility', 'Playroom', 'Doorman', 'Steam Room', 'Storage Facility', 'Elevator', 'Lounge', 'Wheelchair Access', 'Garage', 'Billiards Room', 'Fitness Center', 'Laundry In Unit', 'Cabanas', 'No Fee', 'Laundry in Unit', 'Garden', 'Cold Storage', 'Valet', 'Complimentary Breakfast', 'Spa Services', 'Sauna']",0.43,Hell's Kitchen,3725,0,93707.0,19.8,10036.0
West 42nd Street,1.0,1,Manhattan,"['New Construction', 'Dishwasher', 'Common Outdoor Space', 'Laundry In Building', 'Granite Kitchen', 'High Ceilings', 'Doorman', 'Storage', 'Marble Bath', 'Elevator', 'Lounge', 'Subway', 'Bicycle Room', 'Garage', 'Swimming Pool', 'Fitness Center', 'Laundry In Unit', 'Open View', 'Concierge', 'No Fee', 'Deck', 'Laundry in Unit', 'Valet', 'Eat In Kitchen', 'Renovated', 'Light', 'Hardwood Floors']",0.42,Hell's Kitchen,3648,0,93707.0,19.8,10036.0
West 37th Street,1.0,1,Manhattan,"['New Construction', 'Pets - Dogs Ok', 'Common Outdoor Space', 'Doorman', 'Private-balcony', 'Lounge', 'Wifi', 'Elevator', 'Balcony', 'Pets - Cats Ok', 'Bicycle Room', 'Garage', 'Fitness Center', 'Concierge', 'No Fee', 'Receiving Room', 'Common Roof Deck', 'On-site Laundry', 'Patio', 'Valet', 'Subway']",0.27,Hell's Kitchen,3388,0,93707.0,19.8,10036.0
West 42nd Street,1.0,1,Manhattan,"['New Construction', 'Dining Room', 'Cats Allowed', 'Walk In Closet', 'Outdoor Space', 'Dishwasher', 'Light', 'Common Outdoor Space', 'Diplomats Ok', 'Laundry In Building', 'Granite Kitchen', 'High Ceilings', 'Dogs Allowed', 'Doorman', 'Marble Bath', 'Elevator', 'Lounge', 'Subway', 'Bicycle Room', 'Garage', 'Swimming Pool', 'Fitness Center', 'Laundry In Unit', 'Concierge', 'No Fee', 'Deck', 'Laundry in Unit', 'Valet', 'Eat In Kitchen', 'Renovated', 'High Speed Internet', 'Hardwood Floors']",0.39,Hell's Kitchen,3190,0,93707.0,19.8,10036.0
West 58th Street,1.0,2,Manhattan,"['Dining Room', 'Garage', 'High Ceilings', 'Valet', 'Walk In Closet', 'Fitness Center', 'Doorman', 'Concierge', 'Diplomats Ok', 'Eat In Kitchen', 'Elevator', 'Subway', 'Hardwood Floors', 'Laundry In Building']",0.09,Hell's Kitchen,3575,0,93707.0,19.8,10036.0
West 42nd Street,1.0,1,Manhattan,"['New Construction', 'Dining Room', 'Cats Allowed', 'Walk In Closet', 'Outdoor Space', 'Dishwasher', 'Light', 'Common Outdoor Space', 'Diplomats Ok', 'Laundry In Building', 'Granite Kitchen', 'High Ceilings', 'Dogs Allowed', 'Doorman', 'Marble Bath', 'Elevator', 'Lounge', 'Subway', 'Bicycle Room', 'Garage', 'Swimming Pool', 'Fitness Center', 'Laundry In Unit', 'Concierge', 'No Fee', 'Deck', 'Laundry in Unit', 'Valet', 'Eat In Kitchen', 'Renovated', 'High Speed Internet', 'Hardwood Floors']",0.39,Hell's Kitchen,3190,0,93707.0,19.8,10036.0
West 58th Street,1.0,2,Manhattan,"['Dining Room', 'Garage', 'High Ceilings', 'Valet', 'Walk In Closet', 'Fitness Center', 'Doorman', 'Concierge', 'Diplomats Ok', 'Eat In Kitchen', 'Elevator', 'Subway', 'Hardwood Floors', 'Laundry In Building']",0.09,Hell's Kitchen,3575,0,93707.0,19.8,10036.0
West 45th St ,1.0,1,Manhattan,"['Cats Allowed', 'Dogs Allowed', 'No Fee', 'Elevator', 'Laundry In Building']",0.16,Hell's Kitchen,2600,0,93707.0,19.8,10036.0
West 52nd Street,1.0,1,Manhattan,"['Dining Room', 'Original Details', 'Cats Allowed', 'Courtyard', 'Walk In Closet', 'Outdoor Space', 'Dishwasher', 'Common Outdoor Space', 'Granite Kitchen', 'High Ceilings', 'Dogs Allowed', 'Vacation Rental', 'Doorman', 'Storage', 'Marble Bath', 'Live In Super', 'Bicycle Room', 'Fitness Center', 'Pre-war', 'Laundry In Unit', 'Concierge', 'No Fee', 'Deck', 'Pre-War', 'Laundry in Unit', 'Laundry Services', 'Eat In Kitchen', 'Renovated', 'Light', 'Hardwood Floors']",0.43,Hell's Kitchen,3600,0,93707.0,19.8,10036.0
West 42nd Street,1.0,1,Manhattan,"['New Construction', 'Dining Room', 'Cats Allowed', 'Walk In Closet', 'Outdoor Space', 'Dishwasher', 'Light', 'Common Outdoor Space', 'Diplomats Ok', 'Laundry In Building', 'Granite Kitchen', 'High Ceilings', 'Dogs Allowed', 'Doorman', 'Marble Bath', 'Elevator', 'Lounge', 'Subway', 'Bicycle Room', 'Garage', 'Swimming Pool', 'Fitness Center', 'Laundry In Unit', 'Concierge', 'No Fee', 'Deck', 'Laundry in Unit', 'Valet', 'Eat In Kitchen', 'Renovated', 'High Speed Internet', 'Hardwood Floors']",0.39,Hell's Kitchen,3190,0,93707.0,19.8,10036.0
West 58th Street,1.0,2,Manhattan,"['Dining Room', 'Garage', 'High Ceilings', 'Valet', 'Walk In Closet', 'Fitness Center', 'Doorman', 'Concierge', 'Diplomats Ok', 'Eat In Kitchen', 'Elevator', 'Subway', 'Hardwood Floors', 'Laundry In Building']",0.09,Hell's Kitchen,3575,0,93707.0,19.8,10036.0
West 45th St ,1.0,1,Manhattan,"['Cats Allowed', 'Dogs Allowed', 'No Fee', 'Elevator', 'Laundry In Building']",0.16,Hell's Kitchen,2600,0,93707.0,19.8,10036.0
West 53rd Street,1.0,2,Manhattan,"['Renovated', 'Cats Allowed', 'Granite Kitchen', 'High Ceilings', 'Valet', 'Walk In Closet', 'Fitness Center', 'Dogs Allowed', 'Doorman', 'Concierge', 'Light', 'Marble Bath', 'No Fee', 'Elevator', 'Deck', 'Common Outdoor Space', 'Hardwood Floors', 'Subway']",0.24,Hell's Kitchen,3600,0,93707.0,19.8,10036.0
West 45th St ,1.0,1,Manhattan,"['Cats Allowed', 'Dogs Allowed', 'No Fee', 'Elevator', 'Laundry In Building']",0.16,Hell's Kitchen,2600,0,93707.0,19.8,10036.0
W 42nd St.,1.0,1,Manhattan ,"['New Construction', 'Cats Allowed', 'Featured', 'Walk In Closet', 'Dishwasher', 'Light', 'Common Outdoor Space', 'Laundry In Building', 'Diplomats Ok', 'Granite Kitchen', 'High Ceilings', 'Dogs Allowed', 'Doorman', 'Marble Bath', 'Elevator', 'Lounge', 'Subway', 'Bicycle Room', 'Garage', 'Loft', 'Swimming Pool', 'Fitness Center', 'Laundry In Unit', 'Concierge', 'No Fee', 'Deck', 'Business Center', 'Laundry in Unit', 'Valet', 'Eat In Kitchen', 'Renovated', 'High Speed Internet', 'Hardwood Floors']",0.39,Hell's Kitchen,3780,0,93707.0,19.8,10036.0
W 42nd St.,1.0,1,Manhattan,"['New Construction', 'Cats Allowed', 'Featured', 'Walk In Closet', 'Dishwasher', 'Light', 'Common Outdoor Space', 'Laundry In Building', 'Diplomats Ok', 'Granite Kitchen', 'High Ceilings', 'Dogs Allowed', 'Doorman', 'Marble Bath', 'Elevator', 'Lounge', 'Subway', 'Bicycle Room', 'Garage', 'Loft', 'Swimming Pool', 'Fitness Center', 'Laundry In Unit', 'Concierge', 'No Fee', 'Deck', 'Business Center', 'Laundry in Unit', 'Valet', 'Eat In Kitchen', 'Renovated', 'High Speed Internet', 'Hardwood Floors']",0.39,Hell's Kitchen,3780,0,93707.0,19.8,10036.0
W 57th St,1.0,Studio,Manhattan,"['Verizon Fios Enabled', 'Community Wifi', 'Featured', 'Childrens Playroom', 'Garage', 'Bike Storage', 'Package Acceptance', 'Roof Deck', 'Gym', 'No Fee', 'Lounge', 'Laundry In Building']",0.54,Hell's Kitchen,3044,0,93707.0,19.8,10036.0
West 37th Street,1.0,2,Manhattan,"['New Construction', 'Cats Allowed', 'Featured', 'Outdoor Space', 'Dishwasher', 'Light', 'Common Outdoor Space', 'Laundry In Building', 'Granite Kitchen', 'High Ceilings', 'Dogs Allowed', 'Doorman', 'Marble Bath', 'Elevator', 'Lounge', 'Balcony', 'Subway', 'Bicycle Room', 'River View', 'Garage', 'Fitness Center', 'Open View', 'Concierge', 'No Fee', 'Deck', 'Receiving Room', 'Valet', 'Renovated', 'High Speed Internet', 'Hardwood Floors', 'City View']",0.24,Hell's Kitchen,3200,0,93707.0,19.8,10036.0
West 44th Street,1.0,Studio,Manhattan,"['Pre-War', 'Pre-war']",0.15,Hell's Kitchen,2250,0,93707.0,19.8,10036.0
West 44th Street,1.0,Studio,Manhattan,"['Pre-War', 'Pre-war']",0.15,Hell's Kitchen,2250,0,93707.0,19.8,10036.0
West 44th Street,1.0,Studio,Manhattan,"['Pre-War', 'Pre-war']",0.15,Hell's Kitchen,2250,0,93707.0,19.8,10036.0
505 West 37th Street #3804,1.0,1,Manhattan,"['Bicycle Storage', 'Cats Allowed', 'Live-In Super', 'Private Outdoor Space', 'Resident Lounge', 'Billiards', 'Laundry In Building', 'Parking Garage', 'Sundeck', 'Doorman', '24-Hour Doorman', 'Dining Area', 'Southeast Exposure', 'Floor to Ceiling Windows', 'Elevator', 'SpaceLandscaped Roof Deck', 'Fitness Center', 'Atm in Building', 'Package Room', 'Valet', 'Parking Space', 'Club Room']",0.21,Hell's Kitchen,4029,0,93707.0,19.8,10036.0
West 44th Street,1.0,Studio,Manhattan,"['Pre-War', 'Pre-war']",0.15,Hell's Kitchen,2250,0,93707.0,19.8,10036.0
505 West 37th Street #3804,1.0,1,Manhattan,"['Bicycle Storage', 'Cats Allowed', 'Live-In Super', 'Private Outdoor Space', 'Resident Lounge', 'Billiards', 'Laundry In Building', 'Parking Garage', 'Sundeck', 'Water Feature', 'Doorman', '24-Hour Doorman', 'Dining Area', 'Southeast Exposure', 'Floor to Ceiling Windows', 'Elevator', 'SpaceLandscaped Roof Deck', 'Fitness Center', 'Atm in Building', 'Package Room', 'Valet', 'Parking Space', 'Club Room']",0.21,Hell's Kitchen,4029,0,93707.0,19.8,10036.0
11th Avenue,1.0,1,Manhattan,"['Terrace', 'Dining Room', 'Cats Allowed', 'Walk In Closet', 'Outdoor Space', 'Dishwasher', 'Light', 'Common Outdoor Space', 'Laundry In Building', 'Granite Kitchen', 'High Ceilings', 'Dogs Allowed', 'Furnished', 'Doorman', 'Marble Bath', 'Elevator', 'Lounge', 'Private Deck', 'Subway', 'Wheelchair Access', 'Swimming Pool', 'Fitness Center', 'Laundry In Unit', 'Concierge', 'No Fee', 'Deck', 'Receiving Room', 'Business Center', 'Green Building', 'Laundry in Unit', 'Valet', 'Eat In Kitchen', 'Renovated', 'High Speed Internet', 'Hardwood Floors', 'City View']",0.46,Hell's Kitchen,4090,0,93707.0,19.8,10036.0
505 West 37th Street #3804,1.0,1,Manhattan,"['Bicycle Storage', 'Cats Allowed', 'Live-In Super', 'Private Outdoor Space', 'Resident Lounge', 'Billiards', 'Laundry In Building', 'Parking Garage', 'Sundeck', 'Water Feature', 'Doorman', '24-Hour Doorman', 'Dining Area', 'Southeast Exposure', 'Floor to Ceiling Windows', 'Elevator', 'SpaceLandscaped Roof Deck', 'Fitness Center', 'Atm in Building', 'Package Room', 'Valet', 'Parking Space', 'Club Room']",0.21,Hell's Kitchen,4029,0,93707.0,19.8,10036.0
53rd Street & 9th Avenue,1.0,3,Manhattan,"['Laundry in Unit', 'Private Outdoor Space', 'Laundry In Unit', 'No Fee']",0.31,Hell's Kitchen,4611,0,93707.0,19.8,10036.0
West 44th Street,1.0,Studio,Manhattan,"['Pre-War', 'Pre-war']",0.15,Hell's Kitchen,2250,0,93707.0,19.8,10036.0
53rd Street & 9th Avenue,1.0,3,Manhattan,"['Laundry in Unit', 'Private Outdoor Space', 'Laundry In Unit', 'No Fee']",0.31,Hell's Kitchen,4611,0,93707.0,19.8,10036.0
West 45th Street,1.0,2,Manhattan,"['Dining Room', 'Cats Allowed', 'Featured', 'Walk In Closet', 'Dishwasher', 'Common Outdoor Space', 'Laundry In Building', 'Granite Kitchen', 'High Ceilings', 'Dogs Allowed', 'Doorman', 'Marble Bath', 'Storage Facility', 'Elevator', 'Fitness Center', 'No Fee', 'Eat In Kitchen', 'Renovated', 'Light', 'Hardwood Floors']",0.49,Hell's Kitchen,3184,0,93707.0,19.8,10036.0
52nd St between 9th and 10 Ave...,1.0,2,Manhattan,"['Laundry in Unit', 'Cats Allowed', 'Private Outdoor Space', 'Dogs Allowed', 'Laundry In Unit', 'No Fee']",0.27,Hell's Kitchen,3688,0,93707.0,19.8,10036.0
West 53rd Street,1.0,2Flex 3 ,Manhattan,"['Dining Room', 'Cats Allowed', 'Featured', 'Convertible', 'Walk In Closet', 'Dishwasher', 'Common Outdoor Space', 'Laundry In Building', 'Granite Kitchen', 'High Ceilings', 'Dogs Allowed', 'Doorman', 'Marble Bath', 'Storage Facility', 'Elevator', 'Fitness Center', 'No Fee', 'Eat In Kitchen', 'Renovated', 'Light', 'Hardwood Floors']",0.24,Hell's Kitchen,3194,0,93707.0,19.8,10036.0
West 35th Street,2.0,2,Manhattan,"['New Construction', 'Dining Room', 'Cats Allowed', 'Walk In Closet', 'Dishwasher', 'Light', 'Common Outdoor Space', 'Laundry In Building', 'Granite Kitchen', 'Stainless Steel Appliances', 'High Ceilings', 'One Month Free', 'Dogs Allowed', 'Doorman', 'Storage', 'Marble Bath', 'Elevator', 'Lounge', 'Subway', 'Bicycle Room', 'Wheelchair Access', 'Garage', 'Loft', 'Fitness Center', 'Laundry In Unit', 'No Fee', 'Floorplans Available', 'Deck', 'Receiving Room', 'Laundry in Unit', 'Valet', 'Eat In Kitchen', 'Renovated', 'High Speed Internet', 'Hardwood Floors']",0.21,Hell's Kitchen,6500,0,93707.0,19.8,10036.0
West 35th Street,2.0,2,Manhattan,"['New Construction', 'Dining Room', 'Cats Allowed', 'Walk In Closet', 'Dishwasher', 'Light', 'Common Outdoor Space', 'Laundry In Building', 'Granite Kitchen', 'Stainless Steel Appliances', 'High Ceilings', 'One Month Free', 'Dogs Allowed', 'Doorman', 'Storage', 'Marble Bath', 'Elevator', 'Lounge', 'Subway', 'Bicycle Room', 'Wheelchair Access', 'Garage', 'Loft', 'Fitness Center', 'Laundry In Unit', 'No Fee', 'Floorplans Available', 'Deck', 'Receiving Room', 'Laundry in Unit', 'Valet', 'Eat In Kitchen', 'Renovated', 'High Speed Internet', 'Hardwood Floors']",0.21,Hell's Kitchen,6500,0,93707.0,19.8,10036.0
885 10th Avenue,1.0,3,Manhattan,"['Cats Allowed', 'Stainless Steel Appliances', 'Dogs Allowed', 'Virtual Doorman', 'Dishwasher', 'No Fee', 'Floorplans Available', 'Elevator', 'Renovated', 'Hardwood Floors', 'Laundry In Building', 'Microwave']",0.36,Hell's Kitchen,4975,0,93707.0,19.8,10036.0
W 43rd St,1.0,2,Manhattan,"['Laundry in Unit', 'Cats Allowed', 'High Ceilings', 'Laundry In Unit', 'Walk In Closet\n \n\nDogs Allowed', 'Dishwasher', 'No Fee', 'Renovated', 'Light', 'Hardwood Floors']",0.41,Hell's Kitchen,3640,0,93707.0,19.8,10036.0
W 43rd St,1.0,2,Manhattan,"['Laundry in Unit', 'Cats Allowed', 'High Ceilings', 'Walk In Closet', 'Dogs Allowed', 'Laundry In Unit', 'Dishwasher', 'No Fee', 'Renovated', 'Light', 'Hardwood Floors']",0.41,Hell's Kitchen,3640,0,93707.0,19.8,10036.0
555 10th Avenue,1.0,1,Manhattan,"['Storage Facility', 'Laundry in Unit', 'Cats Allowed', 'Featured', 'Swimming Pool', 'Parking Space', 'Laundry In Unit', 'Fitness Center', 'Doorman', 'Dogs Allowed', 'No Fee', 'Floorplans Available', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.36,Hell's Kitchen,4350,0,93707.0,19.8,10036.0
601 West 57th Street,1.0,Studio,Manhattan,"['Cats Allowed', 'Parking Space', 'Fitness Center', 'Dogs Allowed', 'Doorman', 'No Fee', 'Floorplans Available', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.54,Hell's Kitchen,2857,0,93707.0,19.8,10036.0
W 43rd St,1.0,2,Manhattan,"['Laundry in Unit', 'Cats Allowed', 'High Ceilings', 'Walk In Closet', 'Dogs Allowed', 'Laundry In Unit', 'Dishwasher', 'No Fee', 'Renovated', 'Light', 'Hardwood Floors']",0.41,Hell's Kitchen,3640,0,93707.0,19.8,10036.0
625 West 57th Street,1.0,Studio,Manhattan,"['Storage Facility', 'Laundry in Unit', 'Cats Allowed', 'Pool', 'Fitness Center', 'Laundry In Unit', 'Dogs Allowed', 'Doorman', 'No Fee', 'Floorplans Available', 'Elevator', 'Common Outdoor Space']",0.61,Hell's Kitchen,2769,0,93707.0,19.8,10036.0
625 West 57th St,1.0,1,Manhattan,"['Laundry in Unit', 'Cats Allowed', 'Private Outdoor Space', 'Fitness Center', 'Laundry In Unit', 'Dogs Allowed', 'Doorman', 'Sublet', 'Elevator', 'Common Outdoor Space', 'Sun-Drenched with Views of Hudson River']",0.55,Hell's Kitchen,4395,0,93707.0,19.8,10036.0
625 West 57th St,1.0,1,Manhattan,"['Laundry in Unit', 'Cats Allowed', 'Private Outdoor Space', 'Fitness Center', 'Laundry In Unit', 'Dogs Allowed', 'Doorman', 'Sublet', 'Elevator', 'Common Outdoor Space', 'Sun-Drenched with Views of Hudson River']",0.55,Hell's Kitchen,4395,0,93707.0,19.8,10036.0
West 40s,1.0,1,Manhattan,"['Storage Facility', 'Laundry in Unit', 'Cats Allowed', 'Featured', 'Fitness Center', 'Laundry In Unit', 'Dogs Allowed', 'Doorman', 'No Fee', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.41,Hell's Kitchen,4000,0,93707.0,19.8,10036.0
412 W 49th St,1.0,1,Manhattan,"['Cats Allowed', 'Featured', 'Exposed Brick', 'Dogs Allowed', 'Doorman', 'Pre-war Building', 'Dishwasher', 'No Fee', 'Elevator', 'Renovated', 'Exclusive']",0.22,Hell's Kitchen,2595,0,93707.0,19.8,10036.0
1 Columbus Place,1.0,Studio,Manhattan,"['Storage Facility', 'Cats Allowed', 'Fitness Center', 'Dogs Allowed', 'Doorman', 'No Fee', 'Floorplans Available', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.2,Hell's Kitchen,3070,0,93707.0,19.8,10036.0
341 West 45th Street,1.0,1,Manhattan,"['Cats Allowed', 'No Fee', 'Live in Super', 'Dogs Allowed', 'Doorman', 'Storage Facility', 'Elevator', 'Laundry In Building']",0.19,Hell's Kitchen,2795,0,93707.0,19.8,10036.0
West 42nd Street,1.0,Studio,Manhattan,"['Storage Facility', 'Laundry in Unit', 'New Construction', 'Cats Allowed', 'Swimming Pool', 'Garden/Patio', 'Fitness Center', 'Laundry In Unit', 'Dogs Allowed', 'Doorman', 'Dishwasher', 'Laundry in Building', 'No Fee', 'Floorplans Available', 'Elevator', 'Common Outdoor Space', 'Hardwood Floors', 'Laundry In Building']",0.4,Hell's Kitchen,2900,0,93707.0,19.8,10036.0
535 West 43rd Street,2.0,2,Manhattan,"['Storage Facility', 'Laundry in Unit', 'Cats Allowed', 'Featured', 'Fitness Center', 'Laundry In Unit', 'Dogs Allowed', 'Doorman', 'No Fee', 'Floorplans Available', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.46,Hell's Kitchen,6500,0,93707.0,19.8,10036.0
W 37th St.,1.0,2,Manhattan,"['Cats Allowed', 'Dishwasher', 'Diplomats Ok', 'Laundry In Building', 'Granite Kitchen', 'High Ceilings', 'One Month Free', 'Dogs Allowed', 'Doorman', 'Marble Bath', 'Elevator', 'Bicycle Room', 'Garage', 'Fitness Center', 'No Fee', 'Deck', 'Valet', 'Renovated', 'Light', 'Hardwood Floors', 'City View']",0.24,Hell's Kitchen,3388,0,93707.0,19.8,10036.0
W 54th St,1.5,3,Manhattan,"['Dining Room', 'Featured', 'Walk In Closet', 'Dishwasher', 'Granite Kitchen', 'High Ceilings', 'Vacation Rental', 'Doorman', 'Marble Bath', 'Elevator', 'Bicycle Room', 'Swimming Pool', 'Laundry In Unit', 'No Fee', 'Laundry in Unit', 'Eat In Kitchen', 'Renovated', 'Light', 'Hardwood Floors']",0.46,Hell's Kitchen,4500,0,93707.0,19.8,10036.0
W 42nd St,1.0,2,Manhattan,"['Bicycle Room', 'Hardwood Floors', 'Granite Kitchen', 'High Ceilings', 'Walk In Closet', 'Fitness Center', 'Eat In Kitchen', 'Concierge', 'Dishwasher', 'Marble Bath', 'No Fee', 'Elevator', 'Renovated', 'Light', 'Laundry In Building']",0.24,Hell's Kitchen,3200,0,93707.0,19.8,10036.0
332 West 44th Street,1.0,1,Manhattan,"['Doorman', 'Prewar', 'Floorplans Available', 'No Fee']",0.12,Hell's Kitchen,3410,0,93707.0,19.8,10036.0
305 West 50th Street,1.0,Studio,Manhattan,"['Cats Allowed', 'Private Outdoor Space', 'Fitness Center', 'Parking Space', 'Dogs Allowed', 'Doorman', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.01,Hell's Kitchen,3285,0,93707.0,19.8,10036.0
305 West 50th Street,1.0,Studio,Manhattan,"['Cats Allowed', 'Private Outdoor Space', 'Fitness Center', 'Parking Space', 'Dogs Allowed', 'Doorman', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.01,Hell's Kitchen,3285,0,93707.0,19.8,10036.0
400 West 37th Street,1.0,2Flex 3 ,Manhattan,"['New Construction', 'Dining Room', 'Cats Allowed', 'Convertible', 'Walk In Closet', 'Dishwasher', 'Common Outdoor Space', 'Laundry In Building', 'Granite Kitchen', 'High Ceilings', 'Dogs Allowed', 'Doorman', 'Storage', 'Marble Bath', ' Laundry In Unit', 'Elevator', 'Subway', 'Garage', 'Loft', 'Fitness Center', 'Concierge', 'No Fee', 'Deck', 'Receiving Room', 'Laundry in Unit', 'Valet', 'Light', 'Hardwood Floors', 'Exclusive']",0.23,Hell's Kitchen,3215,710,93707.0,19.8,10036.0
341 W 45th St,1.0,Studio,Manhattan,"['Laundry In Building', 'Lounge', 'Bike Storage', 'Prewar', 'Package Acceptance', 'Pets', 'Doorman', 'Dishwasher', 'No Fee', 'Elevator', 'Hardwood Floors', 'Exclusive']",0.19,Hell's Kitchen,2225,0,93707.0,19.8,10036.0
W 48th St,1.0,1,Manhattan,"['Bicycle Room', 'Granite Kitchen', 'Walk In Closet', 'Doorman', 'Outdoor Space', 'Dishwasher', 'Marble Bath', 'No Fee', 'Elevator', 'Renovated', 'Light', 'Hardwood Floors', 'Laundry In Building']",0.43,Hell's Kitchen,2900,0,93707.0,19.8,10036.0
West 54th Street,1.0,2,Manhattan,"['New Construction', 'Cats Allowed', 'Outdoor Space', 'Dishwasher', 'Light', 'Common Outdoor Space', 'Laundry In Building', 'Diplomats Ok', 'Granite Kitchen', 'High Ceilings', 'Dogs Allowed', 'Doorman', 'Marble Bath', 'Elevator', 'Lounge', 'Subway', 'Garage', 'Swimming Pool', 'Fitness Center', 'Laundry In Unit', 'Open View', 'Concierge', 'No Fee', 'Deck', 'Receiving Room', 'Business Center', 'Green Building', 'Laundry in Unit', 'Valet', 'Renovated', 'High Speed Internet', 'Hardwood Floors', 'City View']",0.46,Hell's Kitchen,4400,0,93707.0,19.8,10036.0
