address,bath,bedrooms,borough,extra,nearest_subway,neighborhood,rent,sqft,unit,url
19 Halsey Street,1.5,3,Brooklyn,"['Doorman', 'Doorman']",0.15,Bedford-Stuyvesant,4200,0,Apt 1,https://www.renthop.com/listings/19-halsey-street/1/14554865
251 West 71st Street,2,2,Manhattan,"['Doorman', 'Elevator', 'Doorman', 'Elevator', 'Cats Allowed', 'Dogs Allowed']",0.1,Lincoln Square,5850,0,Apt 4A,https://www.renthop.com/listings/251-west-71st-street/4a/14554858
412 East 9th Street,1,2,Manhattan,"['Doorman', 'Doorman']",0.26,East Village,3350,0,Apt 6,https://www.renthop.com/listings/412-east-9th-street/6/14554854
60 Ave. B,1,3,Manhattan,"['Laundry in Unit', 'Laundry In Unit', 'Laundry In Building']",0.38,Alphabet City,4995,0,Apt B,https://www.renthop.com/listings/60-ave-b/b/14520930
248 Mckibbin Street,1,3,Brooklyn,"['Exclusive', 'By Owner', 'Elevator', 'Featured', 'By Owner', 'Exclusive', 'Sublet', 'Reduced Fee', 'Short Term Allowed', 'Elevator', 'Laundry In Building', 'Common Outdoor Space', 'Cats Allowed', 'Rooftop', 'Cafe In Building', 'One block from Park', 'Two blocks from L Train']",0.2,East Williamsburg,3275,925,"Brooklyn,...",https://www.renthop.com/listings/248-mckibbin-street-brooklyn-ny-11206-usa/1d/14087178
60 Ave. B,1,3,Manhattan,"['Laundry in Unit', 'Laundry In Unit', 'Laundry In Building']",0.38,Alphabet City,4995,0,Apt B,https://www.renthop.com/listings/60-ave-b/b/14520930
248 Mckibbin Street,1,3,Brooklyn,"['Exclusive', 'By Owner', 'Elevator', 'Featured', 'By Owner', 'Exclusive', 'Sublet', 'Reduced Fee', 'Short Term Allowed', 'Elevator', 'Laundry In Building', 'Common Outdoor Space', 'Cats Allowed', 'Rooftop', 'Cafe In Building', 'One block from Park', 'Two blocks from L Train']",0.2,East Williamsburg,3275,925,"Brooklyn,...",https://www.renthop.com/listings/248-mckibbin-street-brooklyn-ny-11206-usa/1d/14087178
25th St and 3rd Ave,1,1,Manhattan,"['No Fee', 'Laundry in Unit', 'No Fee', 'Laundry In Unit', 'Cats Allowed', 'Dogs Allowed']",0.26,Rose Hill,2950,0,NaN,https://www.renthop.com/listings/25th-st-and-3rd-ave/32/14509715
West 43rd Street,1,3,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Hardwood Floors', 'No Fee', 'Floorplans Available', 'Swimming Pool', 'Balcony', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Hardwood Floors', 'Garage', 'High Ceilings']",0.44,Hell's Kitchen,6780,0,NaN,https://www.renthop.com/listings/west-43rd-street/3j/14372848
East 10th ,1,2,Manhattan,"['No Fee', '', 'No Fee', 'Out-of-State Guarantors OK!']",0.22,East Village,3395,0,NaN,https://www.renthop.com/listings/east-10th/16/14553507
205-235 East 95th Street,1,1,Manhattan,"['Doorman', 'Elevator', 'Floorplans Available', 'Doorman', 'Elevator', 'Gym', 'Laundry Room', 'On-site super', 'Outdoor Space', 'Pool']",0.06,Upper East Side,3160,0,Apt ...,https://www.renthop.com/listings/205-235-east-95th-street/a15m/13992937
3rd Avenue,1,Studio,Manhattan,"['Doorman', 'Elevator', 'Hardwood Floors', 'Deck', 'Balcony', 'Doorman', 'Elevator', 'Laundry In Building', 'High Speed Internet', 'Hardwood Floors', 'Concierge', 'Diplomats Ok', 'Light', 'Renovated', 'Subway', 'Valet']",0.22,Rose Hill,2775,0,NaN,https://www.renthop.com/listings/3rd-avenue/9e/14493745
North Moore Street,2,2,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'No Fee', 'Balcony', 'Doorman', 'Elevator', 'Terrace', 'Laundry In Unit', 'Dishwasher', 'High Ceilings', 'Light', ' Open View', 'Renovated', 'River View', 'Walk In Closet', 'Dogs Allowed', 'Cats Allowed']",0.21,Tribeca,5800,0,NaN,https://www.renthop.com/listings/north-moore-street/28t/14476274
949 Willoughby Ave,1,1,Brooklyn,"['No Fee', 'Exclusive', '', 'No Fee', 'Exclusive', 'Private Outdoor Space', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Storage Facility', 'Cats Allowed', 'Dogs Allowed', 'Dishwasher']",0.19,Bushwick,2499,0,NaN,https://www.renthop.com/listings/949-willoughby-ave/na/14553450
253 Wyckoff Ave,2,3,Brooklyn,"['No Fee', 'Exclusive', 'Laundry in Unit']",0.18,Bushwick,3799,0,Apt 2B,https://www.renthop.com/listings/253-wyckoff-ave/2b/14553332
Avenue B,1,2,Manhattan,"['No Fee', 'Laundry in Unit', ' No Fee', 'Featured', 'Laundry In Unit', 'Laundry In Building', 'Cats Allowed', 'Dogs Allowed']",0.38,Alphabet City,3596,0,NaN,https://www.renthop.com/listings/avenue-b/4/14509493
West 35th Street,1,Studio,Manhattan,"['No Fee', 'Laundry in Unit', 'Hardwood Floors', 'No Fee', 'Laundry In Unit', 'Dishwasher', 'Hardwood Floors', 'Eat In Kitchen', 'High Ceilings', 'Light', 'Marble Bath', 'One Month Free', 'Stainless Steel Appliances', 'Walk In Closet', 'Dogs Allowed', 'Cats Allowed']",0.23,Hell's Kitchen,2800,0,NaN,https://www.renthop.com/listings/west-35th-street/4555/14554136
149 Prospect Ave,1,3,Brooklyn,"['Exclusive', '', 'Featured', 'Exclusive']",0.09,Gowanus,2800,0,Apt 2,https://www.renthop.com/listings/149-prospect-ave/2/14368345
East 33rd Street,1,3,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Hardwood Floors', 'No Fee', 'Dining Room', 'Doorman', 'Elevator', 'Laundry In Building', 'Dishwasher', 'Hardwood Floors', 'Outdoor Space', 'City View', 'Granite Kitchen', 'High Ceilings', 'Light', 'Marble Bath', 'Open View', 'Original Details', 'Renovated', 'Skyline View', 'Walk In Closet']",0.13,Rose Hill,4995,0,NaN,https://www.renthop.com/listings/east-33rd-street/11be/14501683
3rd Avenue,1,2,Manhattan,"['No Fee', 'Laundry in Unit', 'No Fee', 'Laundry In Unit', 'Laundry In Building', 'Cats Allowed', 'Dogs Allowed']",0.26,Rose Hill,3395,0,NaN,https://www.renthop.com/listings/3rd-avenue/8/14469489
Prospect Place,1,Studio,Brooklyn,"['Hardwood Floors', 'Featured', 'Patio', 'Pets', 'Eat-in Kitchen', 'Open Kitchen', 'Refrigerator', 'Stainless Steel Appliances', 'Hardwood Floors', 'Outdoor Areas', 'Private Outdoor Space', 'Renovated']",0.28,Weeksville,1599,0,NaN,https://www.renthop.com/listings/prospect-place/first-floor/14177446
Elmhurst Avenue,1,1,Queens,"['Elevator', 'Elevator']",0.15,Jackson Heights,1875,0,NaN,https://www.renthop.com/listings/elmhurst-avenue/6f/13989735
West 37th Street,1,Studio,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Pre-War', 'Loft', 'Hardwood Floors', 'No Fee', 'Doorman', 'Elevator', 'Fitness Center', 'Loft', 'Pre-war', 'Laundry In Building', 'Hardwood Floors', 'Wheelchair Access', 'Bicycle Room', 'Common Outdoor Space', 'Garage', 'Granite Kitchen', 'High Ceilings', 'Light', 'Lounge', 'Nursery', 'One Month Free', 'Stainless Steel Appliances', 'Subway', 'Dogs Allowed', 'Cats Allowed']",0.27,Hell's Kitchen,2520,0,NaN,https://www.renthop.com/listings/west-37th-street/34523/14335021
631 Grand Ave,1,2,Brooklyn,"['No Fee', 'No Fee', 'Featured', 'Cats Allowed', 'Dogs Allowed']",0.28,Prospect Heights,2565,0,Apt 1L,https://www.renthop.com/listings/631-grand-ave-1l/1l/14503627
E 84th St.,4,4,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'Loft', 'No Fee', 'Floorplans Available', 'Swimming Pool', 'Dining Room', 'Balcony', 'Doorman', 'Elevator', 'Fitness Center', 'Loft', 'Multi-level', 'Terrace', 'Laundry In Building', 'Laundry In Unit', 'Dishwasher', 'Hardwood Floors', 'Outdoor Space', 'Bicycle Room', 'City View', 'Common Outdoor Space', 'Duplex', 'Eat In Kitchen', 'Garage', 'Granite Kitchen', 'High Ceilings', 'Light', 'Lounge', 'Marble Bath', 'Nursery', 'Open View', 'Park View', 'Private Deck', 'Renovated', 'River View', 'Storage', 'Valet', 'Walk In Closet']",0.17,Yorkville,16000,0,NaN,https://www.renthop.com/listings/e-84th-st/40ab/14540912
19 Halsey Street,1.5,3,Brooklyn,"['Doorman', 'Doorman']",0.15,Bedford-Stuyvesant,4200,0,Apt 1,https://www.renthop.com/listings/19-halsey-street/1/14554865
251 West 71st Street,2,2,Manhattan,"['Doorman', 'Elevator', 'Doorman', 'Elevator', 'Cats Allowed', 'Dogs Allowed']",0.1,Lincoln Square,5850,0,Apt 4A,https://www.renthop.com/listings/251-west-71st-street/4a/14554858
412 East 9th Street,1,2,Manhattan,"['Doorman', 'Doorman']",0.26,East Village,3350,0,Apt 6,https://www.renthop.com/listings/412-east-9th-street/6/14554854
854 West 180th Street,2,4,Manhattan,"['No Fee', 'By Owner', 'Laundry in Unit', 'No Fee', 'Featured', 'By Owner', 'Laundry In Unit', 'Laundry In Building', 'Cats Allowed', 'Dogs Allowed', 'Dishwasher']",0.16,Hudson Heights,3850,0,Apt 5C,https://www.renthop.com/listings/854-west-180th-street/5c/14434822
 Wall street,1,2,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'No Fee', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', ' Cats Allowed', 'Dogs Allowed', 'Private Bar', 'Peloton bikes', 'yoga room', 'rooftop lounge', 'outdoor lounge', 'new', 'modern']",0.08,Financial District,3401,0,NaN,https://www.renthop.com/listings/wall-street/na/14516856
West Village,1,2,Manhattan,"['', 'Featured', 'Cats Allowed', 'Dogs Allowed']",0.1,West Village,4000,0,NaN,https://www.renthop.com/listings/west-village/1/14296330
500 Metropolitan Ave,2,3,Brooklyn,"['No Fee', 'Exclusive', 'Elevator', 'Hardwood Floors', 'No Fee', 'Floorplans Available', 'Exclusive', 'Dishwasher', 'Elevator', 'Garage', 'Gym', 'Pets', 'Pool', 'Washerdryer', 'Hardwood Floors', 'Microwave', 'Pied A Terre Allowed', 'Renovated', 'Guarantor Accepted', 'Central Air', 'Bike Storage']",0.09,East Williamsburg,6465,0,Apt A,https://www.renthop.com/listings/500-metropolitan-ave/a/14479127
Elmhurst Avenue,1,1,Queens,"['Elevator', 'Elevator']",0.15,Jackson Heights,1875,0,NaN,https://www.renthop.com/listings/elmhurst-avenue/6f/13989735
West 13th St,1,Studio,Manhattan,"['Pre-War', 'Pre-War', 'Dogs Allowed', 'Cats Allowed']",0.08,West Village,2600,0,NaN,https://www.renthop.com/listings/west-13th-st/na/14422282
W 191st St,1,1,Manhattan,"['No Fee', 'Hardwood Floors', 'No Fee', 'Dishwasher', 'Hardwood Floors', 'High Ceilings', 'Light', 'Open View', 'Original Details', 'Renovated', 'Dogs Allowed', 'Cats Allowed']",0.03,Fort George,1625,0,NaN,https://www.renthop.com/listings/w-191st-st/22a/14416012
242 Newkirk Avenue,1,1,Brooklyn,"['No Fee', '', 'No Fee', 'Private Outdoor Space', 'Laundry In Building', 'Cats Allowed', 'Dogs Allowed', 'Central Air Conditioning', 'Dishwasher']",0.31,Kensington,2400,0,Apt 1A,https://www.renthop.com/listings/242-newkirk-avenue/1a/14553350
936 West End Avenue,1,Studio,Manhattan,"['Exclusive', 'Elevator', 'Pre-War', 'Hardwood Floors', 'Elevator', 'Pre-war', 'Hardwood Floors', 'High Ceilings', 'Light', 'Open View', 'Renovated', 'Subway', 'Cats Allowed', 'Exclusive']",0.13,Upper West Side,1750,250,Apt F10,https://www.renthop.com/listings/936-west-end-avenue/f10/14300583
West 35th Street,1,Studio,Manhattan,"['No Fee', 'Laundry in Unit', 'Hardwood Floors', 'No Fee', 'Laundry In Unit', 'Dishwasher', 'Hardwood Floors', 'Eat In Kitchen', 'High Ceilings', 'Light', 'Marble Bath', 'One Month Free', 'Stainless Steel Appliances', 'Walk In Closet', 'Dogs Allowed', 'Cats Allowed']",0.23,Hell's Kitchen,2800,0,NaN,https://www.renthop.com/listings/west-35th-street/4555/14554136
201 Pearl Street,1,3,Manhattan,"['No Fee', 'Exclusive', 'Doorman', 'Elevator', 'No Fee', 'Exclusive', 'Doorman', 'Elevator', 'Fitness Center', 'Common Outdoor Space']",0.13,Financial District,3995,0,Apt 14D,https://www.renthop.com/listings/201-pearl-street/14d/14553283
1076 Dean Street,1,1,Brooklyn,"['No Fee', 'Exclusive', '', 'No Fee', 'Exclusive', 'Laundry In Building', 'Cats Allowed', 'Dogs Allowed', 'NO FEE', 'Duplex', 'Pets Allowed', 'Stainless Steel Appliances', 'Microwave', 'Laundry in Building']",0.23,Crown Heights,2150,0,Brooklyn,https://www.renthop.com/listings/1076-dean-street-1/1/14494928
E 84th St.,4,4,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'Loft', 'No Fee', 'Floorplans Available', 'Swimming Pool', 'Dining Room', 'Balcony', 'Doorman', 'Elevator', 'Fitness Center', 'Loft', 'Multi-level', 'Terrace', 'Laundry In Building', 'Laundry In Unit', 'Dishwasher', 'Hardwood Floors', 'Outdoor Space', 'Bicycle Room', 'City View', 'Common Outdoor Space', 'Duplex', 'Eat In Kitchen', 'Garage', 'Granite Kitchen', 'High Ceilings', 'Light', 'Lounge', 'Marble Bath', 'Nursery', 'Open View', 'Park View', 'Private Deck', 'Renovated', 'River View', 'Storage', 'Valet', 'Walk In Closet']",0.17,Yorkville,16000,0,NaN,https://www.renthop.com/listings/e-84th-st/40ab/14540912
653 Ninth Avenue,2,4,Manhattan,"['No Fee', 'Laundry in Unit', 'Hardwood Floors', 'No Fee', 'Laundry In Unit', 'Cats Allowed', 'Dogs Allowed', 'Balcony', 'Dishwasher', 'Hardwood Floors', 'Outdoor Space', 'Brownstone', 'Granite Kitchen', 'High Ceilings', 'Light', 'Marble Bath', 'Private Deck', 'Renovated', 'Subway']",0.25,Hell's Kitchen,6457,0,Apt 5S *R,https://www.renthop.com/listings/653-ninth-avenue/5s-r/14553156
97 2nd Avenue,2,2,Manhattan,"['Exclusive', 'Laundry in Unit', 'Featured', 'Exclusive', 'Reduced Fee', 'Laundry In Unit', 'Private Outdoor Space', 'Laundry In Building', 'Cats Allowed', 'Dogs Allowed']",0.23,East Village,4950,1,Apt 1,https://www.renthop.com/listings/97-2nd-avenue/1/14544327
One Astor Place,1,Loft,Manhattan,"['By Owner', 'Doorman', 'Elevator', 'By Owner', 'Reduced Fee', 'Doorman', 'Elevator', 'Laundry In Building', 'Storage Facility']",0.04,NoHo,3195,0,Apt 9E,https://www.renthop.com/listings/copy-of-astor-place-lafayatte-broadwaynoho/9e/14342721
Cooper Square,2,1,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'Hardwood Floors', 'No Fee', 'Floorplans Available', 'Swimming Pool', 'Deck', 'Dining Room', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Laundry In Unit', 'High Speed Internet', 'Dishwasher', 'Hardwood Floors', 'Outdoor Space', 'New Construction', 'Business Center', 'City View', 'Common Outdoor Space', 'Concierge', 'Eat In Kitchen', 'Granite Kitchen', 'High Ceilings', 'Lounge', 'Marble Bath', 'Open View', 'Renovated', 'Subway', 'Valet', 'Walk In Closet', 'Dogs Allowed', 'Cats Allowed']",0.18,NoHo,4500,0,NaN,https://www.renthop.com/listings/cooper-square/ph/13934610
One Astor Place,1,Loft,Manhattan,"['By Owner', 'Doorman', 'Elevator', 'By Owner', 'Reduced Fee', 'Doorman', 'Elevator', 'Laundry In Building', 'Storage Facility']",0.04,NoHo,3195,0,Apt 9E,https://www.renthop.com/listings/copy-of-astor-place-lafayatte-broadwaynoho/9e/14342721
Cooper Square,2,1,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'Hardwood Floors', 'No Fee', 'Floorplans Available', 'Swimming Pool', 'Deck', 'Dining Room', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Laundry In Unit', 'High Speed Internet', 'Dishwasher', 'Hardwood Floors', 'Outdoor Space', 'New Construction', 'Business Center', 'City View', 'Common Outdoor Space', 'Concierge', 'Eat In Kitchen', 'Granite Kitchen', 'High Ceilings', 'Lounge', 'Marble Bath', 'Open View', 'Renovated', 'Subway', 'Valet', 'Walk In Closet', 'Dogs Allowed', 'Cats Allowed']",0.18,NoHo,4500,0,NaN,https://www.renthop.com/listings/cooper-square/ph/13934610
West 34th Street,1,2,Manhattan,"['No Fee', 'Doorman', 'No Fee', 'Deck', 'Doorman', 'Fitness Center', 'Laundry In Building', 'High Speed Internet', 'Dishwasher', 'Bicycle Room', 'Business Center', 'Common Outdoor Space', 'Concierge', 'Eat In Kitchen', 'Garage', 'Granite Kitchen', 'High Ceilings', 'Light', 'Live In Super', 'Lounge', 'Marble Bath', 'Private Deck', 'Receiving Room', 'Renovated', 'Subway', 'Valet']",0.03,Koreatown,3250,0,NaN,https://www.renthop.com/listings/west-34th-street/15/14542022
Bushwick Ave ,1,2,Brooklyn,"['No Fee', '', 'No Fee', 'Cats Allowed', 'Dogs Allowed']",0.14,Bushwick,2300,0,NaN,https://www.renthop.com/listings/bushwick-ave/1a/14553573
21st St.,1,1,Queens,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'Hardwood Floors', 'No Fee', 'Featured', 'Deck', 'Dining Room', 'Balcony', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Laundry In Unit', 'High Speed Internet', 'Dishwasher', 'Hardwood Floors', 'Wheelchair Access', 'New Construction', 'Bicycle Room', 'City View', 'Common Outdoor Space', 'Eat In Kitchen', 'Garage', 'Granite Kitchen', 'High Ceilings', 'Lounge', 'Marble Bath', 'Microwave', 'Open Kitchen', 'Renovated', 'Skyline View', 'Stainless Steel Appliances', 'Storage', 'Subway', 'Valet', 'Virtual Doorman', 'Walk In Closet', 'Dogs Allowed', 'Cats Allowed']",0.45,Astoria,2750,0,NaN,https://www.renthop.com/listings/21st-st/4e/14507085
14 W 95th Street,1,2,Manhattan,"['No Fee', 'By Owner', 'Laundry in Unit', 'Hardwood Floors']",0.08,Upper West Side,4800,0,Apt 2,https://www.renthop.com/listings/14-w-95th-street/2/14547537
555 Tenth Avenue,1,1,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'No Fee', 'Laundry In Unit', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Storage Facility']",0.36,Hell's Kitchen,4350,0,Apt 30F,https://www.renthop.com/listings/555-tenth-avenue/30f/14509585
159 West 131 Street #1,1,1,Manhattan,"['Exclusive', 'Hardwood Floors', 'Garden/patio', 'Hardwood Floors', 'Outdoor Space', 'High Ceilings', 'Light', 'Renovated', 'Exclusive']",0.24,Central Harlem,2150,0,Apt 1,https://www.renthop.com/listings/159-west-131-street-1/1/14490262
broome st,1,1,Manhattan,"['', 'Cats Allowed', 'Dogs Allowed']",0.12,SoHo,2900,0,NaN,https://www.renthop.com/listings/broome-st/5/14150803
420 East 66th Street,1,1,Manhattan,"['Elevator', 'Elevator', 'Dishwasher', 'Cats Allowed', 'Dogs Allowed']",0.37,Upper East Side,2950,0,NaN,https://www.renthop.com/listings/420-east-66th-street/na/14488849
Jackson Ave,1,Studio,Queens,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'Hardwood Floors', 'No Fee', 'Swimming Pool', 'Deck', 'Dining Room', 'Doorman', 'Elevator', 'Fitness Center', 'Garden/patio', 'Laundry In Building', 'Laundry In Unit', 'High Speed Internet', 'Dishwasher', 'Hardwood Floors', 'Outdoor Space', 'New Construction', 'Bicycle Room', 'Business Center', 'Children Playroom', 'Common Outdoor Space', 'Concierge', 'Eat In Kitchen', 'Garage', 'Granite Kitchen', 'High Ceilings', 'Light', 'Live In Super', 'Lounge', 'Marble Bath', 'Receiving Room', 'Renovated', 'Storage', 'Subway', 'Valet', 'Walk In Closet']",0.15,Long Island City,2400,0,NaN,https://www.renthop.com/listings/jackson-ave/30j/14228888
283 Mott St,1,Studio,Manhattan,"['No Fee', 'No Fee', '\n\nDogs Allowed', 'Cats Allowed']",0.11,NoLita,2625,302,NaN,https://www.renthop.com/listings/283-mott-st/na/14177365
1511 Bedford Ave,1,Studio,Brooklyn,"['No Fee', 'Exclusive', 'By Owner', 'Doorman', 'Elevator', 'No Fee', 'Floorplans Available', 'By Owner', 'Exclusive', 'Parking Space', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Cats Allowed']",0.19,Crown Heights,2550,0,Apt 5H,https://www.renthop.com/listings/1511-bedford-ave/5h/14553273
1722 Amsterdam Ave,1,Room,Manhattan,"['No Fee', 'Exclusive', 'Furnished', 'No Fee', 'Exclusive', 'Furnished']",0.15,Hamilton Heights,763,90,Apt 3R,https://www.renthop.com/listings/1722-amsterdam-ave/3r/14540686
9 E 16th St,2,1,Manhattan,"['No Fee', 'Exclusive', 'By Owner', 'Elevator', 'Laundry in Unit', 'No Fee', 'Floorplans Available', 'By Owner', 'Exclusive', 'Laundry In Unit', 'Elevator', 'Cats Allowed', 'Dogs Allowed']",0.12,Flatiron District,7550,0,NaN,https://www.renthop.com/listings/9-e-16th-st/na/14506082
Madison Avenue,1,1,Manhattan,"['Doorman', 'Pre-War', 'Floorplans Available', 'Featured', 'Doorman', 'Cats Allowed', 'Dogs Allowed', 'Fireplace', 'Pre-War']",0.13,NoMad,3200,0,NaN,https://www.renthop.com/listings/madison-avenue/6-d/14007087
185 East 3rd Street,1,5,Manhattan,"['Elevator', 'Laundry in Unit', 'Reduced Fee', 'Laundry In Unit', 'Elevator', 'Dishwasher']",0.32,Alphabet City,5995,0,NaN,https://www.renthop.com/listings/185-east-3rd-street/na/14553464
814 Marcy Ave,1,4,Brooklyn,"['No Fee', '', 'No Fee', 'Private Outdoor Space', 'Common Outdoor Space', 'Cats Allowed', 'Dogs Allowed']",0.4,Bedford-Stuyvesant,3500,0,Apt 3H,https://www.renthop.com/listings/814-marcy-ave/3h/14553378
East 63rd Street,1,1,Manhattan,"['Doorman', 'Elevator', 'Hardwood Floors', 'Dining Room', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Dishwasher', 'Hardwood Floors', 'City View', 'Concierge', 'Diplomats Ok', 'Garage', 'Granite Kitchen', 'Lounge', 'Marble Bath', 'Renovated', 'Subway', 'Valet', 'Dogs Allowed', 'Cats Allowed']",0.15,Upper East Side,4100,827,NaN,https://www.renthop.com/listings/east-63rd-street/11k/14510576
